품목코드,품종,품목,규격,단위, 개당단가 , 구입연도 ,구입일자,수량,구입가격,발주일자,입고일자,리드타임
AD-ABX-00001,골재 및 목재,타일시멘트,"줄눈용백색. ISO인증, KS인증 25Kg",포," 7,500 ",2024,2024-12-28,27," 202,500 ",2024-12-11,2025-01-10,30
AD-ABY-00001,골재 및 목재,레미콘,25mm 18Mpa*8㎝,㎥," 95,650 ",2024,2024-05-23,42," 4,017,300 ",2024-05-19,2024-05-26,7
AD-ABZ-00001,골재 및 목재,미송각재,30*30*3600㎜,재," 2,600 ",2024,2024-01-01,35," 91,000 ",2023-12-15,2024-04-22,129
AD-ACA-00001,골재 및 목재,외송각재,30*30*3600㎜,재," 2,300 ",2024,2024-12-19,25," 57,500 ",2024-12-04,2025-05-01,148
AD-ACB-00001,골재 및 목재,나왕각재,45*90*3600㎜,재," 6,300 ",2024,2024-05-22,42," 264,600 ",2024-05-01,2024-09-01,123
AD-ACC-00001,골재 및 목재,미송판재,30*300*3600㎜,재," 2,900 ",2024,2024-04-23,25," 72,500 ",2024-04-23,2024-07-21,89
AD-ACD-00001,골재 및 목재,외송판재,30*300*3600㎜,재," 2,600 ",2024,2024-10-03,33," 85,800 ",2024-09-29,2024-11-29,61
AD-ACE-00001,골재 및 목재,나왕판재,30*300*3600㎜(상품),재," 6,800 ",2024,2024-11-03,21," 142,800 ",2024-10-22,2024-11-11,20
AG-AIR-00001,배관설비재,배관용탄소강관(흑관),20mm 반제품KS(흑관),m," 2,230 ",2024,2024-02-20,26," 57,980 ",2024-01-22,2024-02-23,32
AG-AIS-00001,배관설비재,배관용탄소강관(백관),20mm 반제품 KS,m," 2,970 ",2024,2024-12-03,42," 124,740 ",2024-11-03,2025-02-12,101
AG-ADQ-00001,배관설비재,공업배관용스테인리스관,STS 304 21.7*2.0mm 15A,m," 6,170 ",2024,2024-05-15,29," 178,930 ",2024-05-15,2024-08-07,84
AG-AIT-00001,배관설비재,폴리부틸렌파이프(PB),"급수,급탕관(직관,롤관) 15mm",m, 960 ,2024,2024-01-05,18," 17,280 ",2024-01-01,2024-06-18,169
AG-ADS-00001,배관설비재,PVC파이프,수도용직관 20mmx4m,본," 4,040 ",2024,2024-12-11,9," 36,360 ",2024-12-11,2025-01-17,37
AG-ADT-00001,배관설비재,동파이프,L-TYPE  15A   15.88mm,m," 7,290 ",2024,2024-11-05,0, - ,2024-10-31,2025-03-08,128
AG-AIU-00001,배관설비재,수도용 폴리에틸렌관,"SDR11, PE80, 무공관 20mm",m, 800 ,2024,2024-05-01,7," 5,600 ",2024-04-19,2024-07-27,99
AG-ADV-00001,배관설비재,가스관,PLP- 가스관 150A,m," 53,590 ",2024,2024-11-26,49," 2,625,910 ",2024-11-15,2025-02-03,80
AG-ADW-00001,배관설비재,가단주철제관이음쇠(흑관),나사식소켓 15mm 1/2inch,EA, 760 ,2024,2024-06-25,5," 3,800 ",2024-06-12,2024-07-25,43
AG-AIV-00001,배관설비재,동관이음쇠(90도 엘보 KSD5578),65mm   외경 66.68mm,EA," 25,830 ",2024,2024-11-25,2," 51,660 ",2024-11-17,2024-12-23,36
AS-AHM-00001,배관설비재,가스온풍기,CAH-G272A,대," 3,181,820 ",2024,2024-01-25,35," 111,363,700 ",2024-01-07,2024-06-15,160
AH-ADY-00001,배관설비재,청동제밸브,"게이트 15mm 1/2"" 5kg/㎠",EA," 11,650 ",2024,2024-12-10,40," 466,000 ",2024-11-22,2025-04-14,143
AH-ADZ-00001,배관설비재,주철제밸브,"게이트 80mm 3"" 10kg/㎠",EA," 128,950 ",2024,2024-07-16,27," 3,481,650 ",2024-06-24,2024-11-26,155
AQ-AHJ-00001,배관설비재,대변기,서양식탱크일체형사이펀변기(하이형)2020C,조," 230,000 ",2024,2024-03-03,10," 2,300,000 ",2024-02-16,2024-08-12,178
AR-AHK-00001,배관설비재,가스보일러,S-LINE 와인콘덴싱 16000kcal/h  대성쎌틱에너시스 ,대," 600,000 ",2024,2024-03-11,38," 22,800,000 ",2024-02-18,2024-04-03,45
AR-AHL-00001,배관설비재,기름보일러,"일반 철재 디럭스(소형), 13000kacl/h, 귀뚜라미",대," 499,400 ",2024,2024-03-12,19," 9,488,600 ",2024-03-10,2024-05-12,63
AS-AHN-00001,배관설비재,시스템에어컨디셔너,실외기 수냉식 Multi  V  18HP,대," 13,455,000 ",2024,2024-03-19,13," 174,915,000 ",2024-02-28,2024-04-18,50
AI-AEB-00001,배관설비재,미네랄울파이프카바,"40mm,1 1/2″, 40T",m," 5,220 ",2024,2024-12-09,22," 114,840 ",2024-11-13,2024-11-29,16
AG-AJE-00001,배관설비재,주강제 밸브,게이트 80mm 10kg/cm2,EA," 475,640 ",2024,2024-02-16,17," 8,085,880 ",2024-02-11,2024-07-27,167
AJ-AEC-00001,전기통신,HIV전선,단선2.5SQ(1.78mm),m, 440 ,2024,2024-07-07,24," 10,560 ",2024-06-07,2024-08-16,70
AJ-AED-00001,전기통신,OW전선,연선 14㎟,m," 2,900 ",2024,2024-08-18,40," 116,000 ",2024-08-10,2025-01-13,156
AJ-AEE-00001,전기통신,F-CV전선,1C 2.5SQ 0.6/1KV ,m, 921 ,2024,2024-12-25,2," 1,842 ",2024-12-20,2025-02-04,46
AU-AJI-00001,전기통신,고주파동축케이블(KSC 3610),"ECX  5C-2V, 1×0.8㎜(소선수*소선경) 75Ω",m, 910 ,2024,2024-12-11,45," 40,950 ",2024-11-24,2025-01-28,65
AJ-AEG-00001,전기통신,CPEV전화케이블,"0.5mm, 200P",m," 23,450 ",2024,2024-08-23,47," 1,102,150 ",2024-08-06,2024-08-22,16
AU-AJK-00001,전기통신,LAN(UTP) 케이블,"UTP CAT.5E/CM(U/UTP),  24AWG×4PR",m, 790 ,2024,2024-06-22,44," 34,760 ",2024-06-03,2024-06-26,23
AJ-AEI-00001,전기통신,에나멜동선,PEW/UEW 0.14mm,kg," 18,377 ",2024,2024-03-16,18," 330,786 ",2024-02-29,2024-05-12,73
AJ-AEJ-00001,전기통신,강제전선관,"KSC8401, 16mm, 21.0*2.20mm, 1.02kg/m",m," 3,300 ",2024,2024-01-16,45," 148,500 ",2024-01-06,2024-03-25,79
AJ-AHO-00001,전기통신,FC통신관,50mm(1본=60m),본," 21,500 ",2024,2024-02-24,22," 473,000 ",2024-02-19,2024-04-26,67
AJ-AEL-00001,전기통신,몰드변압기,"100KVA (22.9Kv/480Kv 이하) 3상, 표준소비효율",대," 14,600,000 ",2024,2024-08-01,50," 730,000,000 ",2024-07-04,2024-12-13,162
AJ-AEM-00001,전기통신,배선용차단기(MCCB),"TD 100N, 정격전압:460V,50KV, 정격전류:16~100, 극수3P, 열동전자식(고정형)",대," 133,700 ",2024,2024-06-10,15," 2,005,500 ",2024-06-10,2024-10-14,126
AJ-AEN-00001,전기통신,전자개폐기,"표준형 CMS-50, 11KW/220V, 22KW/460V, 2소자",대," 82,857 ",2024,2024-04-21,8," 662,856 ",2024-04-21,2024-08-06,107
AJ-AEO-00001,전기통신,형광램프,"컴팩트형광등 FPL, 36W 삼파장(오스람)",EA," 1,900 ",2024,2024-07-28,6," 11,400 ",2024-07-11,2024-12-04,146
AJ-AEP-00001,전기통신,축전지,"자동차용 축전지, BX80L/R(12V,80AH)",EA," 115,000 ",2024,2024-02-23,24," 2,760,000 ",2024-02-13,2024-02-24,11
AJ-AEQ-00001,소방설비,ABC소화기,"1.5KG(빌딩,공장용,대종규격)",대," 21,000 ",2024,2024-06-21,18," 378,000 ",2024-06-17,2024-10-13,118
AF-ACR-00001,건축자재,콘크리트벽돌,190*90*57mm(KS),매, 90 ,2024,2024-06-05,43," 3,870 ",2024-05-11,2024-06-01,21
AF-AJU-00001,건축자재,점토(미장)벽돌,190*90*57mm,매, 500 ,2024,2024-11-15,29," 14,500 ",2024-10-26,2025-02-20,117
AF-AJV-00001,건축자재,속빈콘크리트블록,"B-6, 150*190*390mm(KS)",매," 1,100 ",2024,2024-10-12,14," 15,400 ",2024-10-03,2024-12-12,70
AF-ACU-00001,건축자재,대리석,"신써니메이지(브러쉬) T28(벽체용)600×900,600×1200mm",㎡," 45,000 ",2024,2024-12-12,45," 2,025,000 ",2024-11-14,2025-02-11,89
AF-ACV-00001,건축자재,화강석,"화강석(원석), 포천석, A급",재," 10,000 ",2024,2024-10-03,27," 270,000 ",2024-09-23,2024-10-01,8
AF-ACX-00001,건축자재,외장타일,"200*200*9T(파스텔, 무유, 일반컬러)",㎡," 39,000 ",2024,2024-07-06,9," 351,000 ",2024-06-07,2024-11-24,170
AF-ACW-00001,건축자재,석재타일,"GN1515, 150*150*15T (자기질)",㎡," 31,000 ",2024,2024-03-02,21," 651,000 ",2024-02-24,2024-04-23,59
AF-ACZ-00001,건축자재,그을림점토기와,한식그을림기와(중와)여와 360*300*21,매," 2,860 ",2024,2024-12-17,28," 80,080 ",2024-12-09,2025-03-10,91
AF-ADB-00001,건축자재,플라스틱창문틀,"미서기창115*1000*1000(유리:16T, 양면색상)",Set," 87,980 ",2024,2024-10-22,34," 2,991,320 ",2024-10-06,2024-12-05,60
AF-ADC-00001,건축자재,알루미늄새시,프로로폰(불소코팅) 에버그린,Kg," 10,900 ",2024,2024-06-05,3," 32,700 ",2024-05-20,2024-08-19,91
AF-ADD-00001,건축자재,판유리,"맑은유리, 5mm 152.4cm*304.8cm",㎡," 9,530 ",2024,2024-12-10,1," 9,530 ",2024-12-04,2024-12-24,20
AF-AJW-00001,건축자재,수성도료,"KSM 6010 2종 2급 백색, 내부용,18ℓ",Can," 75,500 ",2024,2024-01-27,48," 3,624,000 ",2024-01-26,2024-05-22,117
AF-ADF-00001,건축자재,유성도료(조합),"KSM 6020 1종 1급 백색, 18ℓ",Can," 221,000 ",2024,2024-09-02,9," 1,989,000 ",2024-08-22,2025-01-11,142
AF-ADG-00001,건축자재,도로용페인트,"KSM 6080  3종 가열형, 백색, 18ℓ",Can," 97,000 ",2024,2024-07-16,8," 776,000 ",2024-06-18,2024-06-26,8
AF-ADH-00001,건축자재,유성도료(에나멜),"KSM 6020  2종 1급, 백색, 18ℓ",Can," 119,350 ",2024,2024-08-16,23," 2,745,050 ",2024-08-12,2024-11-03,83
AF-ALD-00001,건축자재,숲(비닐시트바닥재),그린(1.8) 1.8㎜(T)×1.83m×35m,㎡," 15,000 ",2024,2024-12-18,17," 255,000 ",2024-12-08,2025-01-25,48
AF-ADJ-00001,건축자재,디럭스타일,LG 3.0*300*300mm (디럭스마블),㎡," 9,200 ",2024,2024-09-02,39," 358,800 ",2024-08-18,2025-01-30,165
AF-ADK-00001,건축자재,스티로폼,"1호 10*900*1,800mm(비중 0.030)",매," 1,940 ",2024,2024-07-20,17," 32,980 ",2024-07-19,2024-12-16,150
AF-ADL-00001,건축자재,유리섬유보드,#64K(밀도) 50mm 1m*2m,㎡," 14,650 ",2024,2024-02-03,15," 219,750 ",2024-01-14,2024-03-10,56
AF-ADM-00001,건축자재,합판,(내수합판)12mm*1220mm*2440mm(4*8),매," 33,700 ",2024,2024-06-28,1," 33,700 ",2024-06-06,2024-06-14,8
AF-ADN-00001,건축자재,마이텍스,12mm*300*600mm,매," 10,400 ",2024,2024-06-13,29," 301,600 ",2024-06-05,2024-07-16,41
AF-ADO-00001,건축자재,일반석고보드,9.5mm*900mm*1800mm,매," 4,700 ",2024,2024-10-19,42," 197,400 ",2024-09-28,2024-10-06,8
AE-AJY-00001,토목자재,스트레트아스팔트,AP-3  침입도 80-100mm,kg, 810 ,2024,2024-08-24,32," 25,920 ",2024-08-12,2025-02-04,176
AE-ACG-00001,토목자재,아스콘,#467  기층용,M/T," 77,000 ",2024,2024-04-09,3," 231,000 ",2024-03-19,2024-06-25,98
AE-ACH-00001,토목자재,보차도경계석,직선  200*250*1000mm,EA," 29,520 ",2024,2024-11-07,0, - ,2024-10-10,2024-12-20,71
AE-ACI-00001,토목자재,보차도용콘크리트조립블록,"소형고압블록U형, 220×110×60(회색)",㎡," 10,500 ",2024,2024-05-16,30," 315,000 ",2024-05-06,2024-06-22,47
AE-ACJ-00001,토목자재,콘크리트보차도경계블록,KSF4006  B형 18*20.5*25*100mm,EA," 7,600 ",2024,2024-12-01,48," 364,800 ",2024-11-02,2025-02-28,118
AE-ACK-00001,토목자재,U형블록,222*110.5*60 회색,㎡," 8,500 ",2024,2024-10-21,36," 306,000 ",2024-09-25,2024-09-28,3
AE-ACL-00001,토목자재,돌망태,"사각개비온, 아연도금철선(4종) Ø4.0mm, 2.0*1.0*1.0m",EA," 94,900 ",2024,2024-09-28,35," 3,321,500 ",2024-09-03,2025-01-25,144
AE-ACM-00001,토목자재,흄관,500*42mm(보통관),본," 103,740 ",2024,2024-06-28,12," 1,244,880 ",2024-06-05,2024-07-20,45
AE-AJZ-00001,토목자재,콘크리트파일(PHC),A종 400*65*10m,본," 302,000 ",2024,2024-01-18,41," 12,382,000 ",2024-01-02,2024-05-25,144
AE-ACO-00001,토목자재,V.R관,400mm*60mm(보통관 A형 2종),본," 62,800 ",2024,2024-12-20,13," 816,400 ",2024-12-02,2025-05-09,158
AE-ACP-00001,토목자재,U형강널말뚝,400*150*13mm,M/T," 1,400,000 ",2024,2024-06-11,3," 4,200,000 ",2024-05-28,2024-07-30,63
AE-ACQ-00001,토목자재,산업용화약,"뉴마이트플러스Ⅰ 25mm, 20kg",Box," 112,200 ",2024,2024-01-01,36," 4,039,200 ",2023-12-27,2024-05-31,156
AK-AHP-00001,기계공구,수중모터펌프,심정용 SP-1027,대," 2,140,000 ",2024,2024-03-12,12," 25,680,000 ",2024-02-13,2024-03-15,31
AK-ALE-00001,기계공구,레이저용접기,"KI-1000W(미니타입),  1KW",대," 20,000,000 ",2024,2024-06-28,38," 760,000,000 ",2024-06-08,2024-10-21,135
AK-AET-00001,기계공구,용접봉,연강용 4.0mm(KSE-4301),kg," 3,886 ",2024,2024-05-24,17," 66,062 ",2024-05-06,2024-09-14,131
AK-AKA-00001,기계공구,일반드릴,PD-10C,대," 90,000 ",2024,2024-05-12,24," 2,160,000 ",2024-05-08,2024-10-29,174
AK-AEV-00001,기계공구,핸드그라인더,PG-6(서울),대," 176,000 ",2024,2024-12-18,47," 8,272,000 ",2024-11-30,2025-04-22,143
AK-AEW-00001,기계공구,단열볼베어링,ZZ 6010(국산),EA," 9,230 ",2024,2024-10-15,2," 18,460 ",2024-10-03,2024-10-31,28
AK-AEX-00001,기계공구,유도전동기,저압모터 0.75KW 4P 삼상전폐(프리미엄),대," 602,000 ",2024,2024-04-26,7," 4,214,000 ",2024-04-21,2024-08-26,127
AL-AEY-00001,석유화학제품,나프타,공업용,ℓ, 595 ,2024,2024-06-25,34," 20,230 ",2024-06-15,2024-06-18,3
AL-AEZ-00001,석유화학제품,에틸렌,99.8%이상,Ton," 1,178,000 ",2024,2024-06-05,49," 57,722,000 ",2024-05-12,2024-08-04,84
AL-AFA-00001,석유화학제품,프로필렌,96% 화학용,Ton," 1,107,000 ",2024,2024-12-11,7," 7,749,000 ",2024-11-22,2025-04-07,136
AL-AFB-00001,석유화학제품,부타디엔,1.3부타디엔,Ton," 1,554,000 ",2024,2024-02-04,9," 13,986,000 ",2024-01-15,2024-07-10,177
AL-AFC-00001,석유화학제품,벤젠,99.9%,Ton," 1,249,000 ",2024,2024-10-06,8," 9,992,000 ",2024-09-14,2025-02-01,140
AL-AFD-00001,석유화학제품,톨루엔,99%,Ton," 1,015,000 ",2024,2024-02-18,7," 7,105,000 ",2024-02-06,2024-04-23,77
AL-AHU-00001,석유화학제품,자일렌,"P-X, para-xylene",Ton," 1,121,000 ",2024,2024-11-27,8," 8,968,000 ",2024-11-07,2024-11-11,4
AL-AHV-00001,석유화학제품,카프로락탐,박편 99.9%,Ton," 2,043,000 ",2024,2024-03-28,10," 20,430,000 ",2024-03-07,2024-04-16,40
AL-AFG-00001,석유화학제품,테레프탈산,"4CBA,25PPM이하",Ton," 996,000 ",2024,2024-04-27,14," 13,944,000 ",2024-04-07,2024-07-04,88
AL-AFH-00001,석유화학제품,에틸렌그리콜,MEG 99.9%,Ton," 900,000 ",2024,2024-03-23,0, - ,2024-03-16,2024-04-18,33
AL-AKB-00001,석유화학제품,염화비닐수지,(P.V.C) 일반용,Ton," 2,498,000 ",2024,2024-12-24,9," 22,482,000 ",2024-11-30,2025-01-23,54
AL-AKC-00001,석유화학제품,고밀도폴리에틸렌(H.D.P.E),사출용,Ton," 1,860,000 ",2024,2024-08-15,7," 13,020,000 ",2024-08-06,2024-11-12,98
AL-AKD-00001,석유화학제품,폴리스틸렌(P.S),GPPS,Ton," 3,000,000 ",2024,2024-09-08,18," 54,000,000 ",2024-08-29,2024-10-10,42
AL-AKE-00001,석유화학제품,ABS레진,일반용,Ton," 3,000,000 ",2024,2024-11-01,43," 129,000,000 ",2024-10-03,2025-01-22,111
AL-AKF-00001,석유화학제품,폴리프로필렌,"(P.P)수지용,일반용",Ton," 1,800,000 ",2024,2024-07-19,45," 81,000,000 ",2024-07-05,2024-11-08,126
AL-AHW-00001,석유화학제품,SAN레진,SAN,Ton," 2,750,000 ",2024,2024-09-04,41," 112,750,000 ",2024-08-10,2024-12-16,128
AL-AFO-00001,석유화학제품,페놀수지,함침용: KC-4300,kg," 2,800 ",2024,2024-11-09,4," 11,200 ",2024-11-06,2025-04-28,173
AL-AFP-00001,석유화학제품,페놀,99%,Ton," 1,569,000 ",2024,2024-02-06,40," 62,760,000 ",2024-01-12,2024-04-26,105
AL-AFQ-00001,석유화학제품,PE필름,0.03mm*90cm*183m,R/L," 37,660 ",2024,2024-09-22,39," 1,468,740 ",2024-08-27,2024-12-23,118
AL-AFR-00001,석유화학제품,PP필름,0.03mm*10cm*457m,R/L," 10,000 ",2024,2024-05-26,46," 460,000 ",2024-05-15,2024-07-12,58
AL-AFS-00001,석유화학제품,천연고무,RSS #3,kg," 3,500 ",2024,2024-07-25,0, - ,2024-07-25,2024-08-30,36
AL-AKG-00001,석유화학제품,합성고무,TPE,kg," 3,500 ",2024,2024-01-24,38," 133,000 ",2023-12-27,2024-06-17,173
AL-AKH-00001,석유화학제품,라텍스,섬유 접착제용,Ton," 3,230,000 ",2024,2024-02-26,17," 54,910,000 ",2024-02-08,2024-04-27,79
AL-AFV-00001,석유화학제품,아크릴판,"10T, 3*6, 900mm*1800mm",매," 226,000 ",2024,2024-06-23,4," 904,000 ",2024-05-28,2024-08-30,94
AL-AFW-00001,석유화학제품,아크릴파이프,100Ø 8*1000mm,EA," 113,300 ",2024,2024-01-08,33," 3,738,900 ",2023-12-09,2024-05-29,172
AL-AFX-00001,석유화학제품,PE판,10T 1200mm×2400mm,매," 300,000 ",2024,2024-01-19,2," 600,000 ",2024-01-15,2024-03-22,67
AM-AGI-00001,가스,산소,"99.99% 액체가스, 탱크로리 (L)",ℓ, 570 ,2024,2024-02-23,9," 5,130 ",2024-02-04,2024-05-08,94
AM-AGJ-00001,가스,질소,"99.99% 액체가스, 탱크로리",ℓ, 570 ,2024,2024-02-02,31," 17,670 ",2024-01-12,2024-01-17,5
AM-AGK-00001,가스,수소,"고압가스, 99.5% 40L (병)",병," 13,300 ",2024,2024-10-22,27," 359,100 ",2024-10-03,2025-03-14,162
AM-AGL-00001,가스,아세틸렌,"고압가스, 98% 용접용 (kg)",kg," 27,300 ",2024,2024-06-16,38," 1,037,400 ",2024-06-13,2024-08-08,56
AM-AFY-00001,화공약품,염산,35% 공업용 25kg,통," 23,000 ",2024,2024-11-28,0, - ,2024-11-12,2024-12-13,31
AM-AFZ-00001,화공약품,질산,68% 공업용 25kg,통," 38,000 ",2024,2024-05-02,26," 988,000 ",2024-04-07,2024-04-22,15
AM-AGA-00001,화공약품,인산,85%공업용 35kg,통," 185,600 ",2024,2024-12-07,34," 6,310,400 ",2024-11-08,2025-02-09,93
AM-AGB-00001,화공약품,황산,98% 공업용 25kg,통," 27,700 ",2024,2024-01-03,17," 470,900 ",2023-12-08,2024-04-24,138
AM-AGC-00001,화공약품,가성소다,98% 고체 25kg,포," 49,000 ",2024,2024-05-04,35," 1,715,000 ",2024-04-09,2024-07-08,90
AM-AGD-00001,화공약품,소다회,99% 중회(공업용) 25kg,포," 37,400 ",2024,2024-03-22,9," 336,600 ",2024-02-25,2024-04-07,42
AM-AGE-00001,화공약품,염화칼슘,74% 공업용 25kg,포," 26,700 ",2024,2024-04-25,13," 347,100 ",2024-04-25,2024-09-04,132
AM-AGF-00001,화공약품,암모니아수,25% 18KG,통," 30,000 ",2024,2024-02-13,9," 270,000 ",2024-02-02,2024-02-17,15
AM-AGG-00001,화공약품,과산화수소,"35% 액상, 20kg",통," 44,800 ",2024,2024-08-25,4," 179,200 ",2024-08-23,2025-01-02,132
AM-AGH-00001,화공약품,산화크롬,98.5% 25kg,통," 585,100 ",2024,2024-11-25,50," 29,255,000 ",2024-11-05,2025-04-18,164
AN-AKW-00001,섬유제품,면사,순면사 30수단사(코마)181.44kg (VAT포함),kg," 5,160 ",2024,2024-06-10,48," 247,680 ",2024-06-03,2024-11-16,166
AN-AKW-00001,섬유제품,면사,혼방면사 30수단사  코마 P/C 60/40 181.44kg (VAT포함),kg," 4,370 ",2024,2024-08-21,11," 48,070 ",2024-08-02,2024-09-21,50
AN-ALF-00001,섬유제품,소모사,36번수 합사 아크릴 (VAT포함) kg당,kg," 5,550 ",2024,2024-07-18,17," 94,350 ",2024-06-18,2024-08-09,52
AN-AKY-00001,섬유제품,아크릴,32번수 단사 아크릴 (VAT포함) kg당,kg," 6,890 ",2024,2024-03-18,9," 62,010 ",2024-03-03,2024-08-08,158
AO-AGT-00001,용지,중질지,70g/㎡ 4ⅹ6판,연," 46,220 ",2024,2024-10-03,6," 277,320 ",2024-09-26,2024-11-19,54
AO-AGU-00001,용지,백상지,70g/㎡ 4ⅹ6판,연," 60,220 ",2024,2024-04-12,9," 541,980 ",2024-03-14,2024-05-15,62
AO-AGV-00001,용지,아트지,100g/㎡ 4ⅹ6판(양면),연," 82,220 ",2024,2024-10-20,40," 3,288,800 ",2024-09-30,2024-11-10,41
AO-AGY-00001,용지,마니라판지,비코팅200g/㎡ 4ⅹ6판,연," 131,840 ",2024,2024-10-24,26," 3,427,840 ",2024-10-16,2025-04-13,179
AO-AGZ-00001,용지,백크라프트지,75-120g/㎡ ,Ton," 2,346,000 ",2024,2024-02-10,49," 114,954,000 ",2024-01-22,2024-06-08,138
AO-AHA-00001,용지,골판지원지,골심지 S120,Ton," 555,000 ",2024,2024-08-08,41," 22,755,000 ",2024-07-17,2024-08-25,39
AO-AHB-00001,용지,알루미늄박지,(7-15μ)ⅹ100mm,kg," 6,500 ",2024,2024-09-09,5," 32,500 ",2024-08-19,2025-01-24,158
AO-AHC-00001,용지,전산지,백색평량70g/㎡,ton," 1,684,620 ",2024,2024-11-01,34," 57,277,080 ",2024-10-04,2024-10-31,27
AO-AGW-00001,용지,박엽지,노루지 평량 25g/㎡  Roll,연," 2,640,000 ",2024,2024-01-24,32," 84,480,000 ",2024-01-01,2024-03-22,81
AO-AGX-00001,용지,종이컵지,백색 평량 230g/㎡ ,Ton," 1,365,000 ",2024,2024-08-12,37," 50,505,000 ",2024-07-17,2024-10-02,77
AP-AHD-00001,사무용품,컴퓨터본체,DM500S9Z-AD2BA,대," 560,000 ",2024,2024-12-18,4," 2,240,000 ",2024-11-26,2025-02-23,89
AP-AHG-00001,사무용품,팩시밀리,FAX-L150,대," 260,000 ",2024,2024-12-27,26," 6,760,000 ",2024-12-27,2025-03-05,68
AP-ALA-00001,사무용품,책상,L형데스크 SD316R 1600×1200×720mm,EA," 446,000 ",2024,2024-03-26,2," 892,000 ",2024-03-10,2024-08-19,162
AP-ALB-00001,사무용품,회전의자,CH3100 685*665*1200~1270,EA," 1,371,000 ",2024,2024-04-18,36," 49,356,000 ",2024-03-22,2024-04-23,32
AP-AHF-00001,사무용품,CD-R,CD-R 700MB  52x 50장 케익 (LG),EA," 15,000 ",2024,2024-02-13,20," 300,000 ",2024-02-12,2024-03-10,27
AP-ALC-00001,사무용품,컬러 레이저프린터,CLP-360,대," 133,000 ",2024,2024-12-03,30," 3,990,000 ",2024-11-10,2025-02-17,99
